COSMIC_GENE_ID	GENE_SYMBOL	GENE_ACCESSION	ENTREZ_ID	HGNC_ID	IN_CANCER_CENSUS	IS_EXPERT_CURATED
COSG75127	AC239800.4	ENSG00000270962.1			n	n
COSG75129	SNORA61	ENSG00000278274.1		32655	n	n
COSG71623	RF02133	ENSG00000277542.1			n	n
COSG71624	MTCO3P45	ENSG00000232128.1		52148	n	n
COSG71637	MELK	ENSG00000165304.7	9833	16870	n	n
COSG71653	AC060771.1	ENSG00000265883.1			n	n
COSG71654	CCDC183	ENSG00000213213.13	84960	28236	n	n
COSG71668	MIR381	ENSG00000199020.3		31874	n	n
COSG72761	AC008781.3	ENSG00000273557.1			n	n
COSG72782	AC097460.2	ENSG00000250403.1			n	n
COSG72791	HNRNPA1P65	ENSG00000248444.1		48795	n	n
COSG73788	TMEM95	ENSG00000182896.12	339168	27898	n	n
COSG73795	IRF7	ENSG00000185507.19	3665	6122	n	n
COSG73801	STPG3-AS1	ENSG00000275549.1		51176	n	n
COSG73833	AC092142.1	ENSG00000261235.1			n	n
COSG75140	AL356423.1	ENSG00000271437.1			n	n
COSG75147	ORC4	ENSG00000115947.13	5000	8490	n	n
COSG75154	MED14OS	ENSG00000234636.2	100873985	40162	n	n
COSG75183	AL133387.1	ENSG00000225208.1			n	n
COSG75197	RF00017	ENSG00000278569.1			n	n
COSG75209	AC119868.2	ENSG00000265643.1			n	n
COSG71722	XCL1	ENSG00000143184.4	6375	10645	n	n
COSG71724	RF00019	ENSG00000199901.1			n	n
COSG71732	GGACT	ENSG00000134864.10	87769	25100	n	n
COSG72808	AC134978.1	ENSG00000264334.1			n	n
COSG72811	RF00156	ENSG00000201945.1			n	n
COSG72818	RBMX2	ENSG00000134597.15	51634	24282	n	n
COSG72824	AC004947.2	ENSG00000280255.1			n	n
COSG72832	RGS7BP	ENSG00000186479.4	401190	23271	n	n
COSG72870	FAM86B3P	ENSG00000173295.7		44371	n	n
COSG73886	UTP25	ENSG00000117597.17	27042	28440	n	n
COSG73887	RNU6-160P	ENSG00000207321.1		47123	n	n
COSG73921	PPAN	ENSG00000130810.19	56342	9227	n	n
COSG75214	AC008127.1	ENSG00000257319.1			n	n
COSG75215	MYO5C	ENSG00000128833.12	55930	7604	n	n
COSG75252	FAM133CP	ENSG00000183055.5		44190	n	n
COSG75253	AKAP8	ENSG00000105127.8	10270	378	n	n
COSG75262	AC026688.2	ENSG00000254293.1			n	n
COSG75268	OXCT2P1	ENSG00000237624.1		21627	n	n
COSG75276	RN7SL121P	ENSG00000263974.2		46137	n	n
COSG71793	GNL2P1	ENSG00000223893.1		50779	n	n
COSG71806	AL392088.2	ENSG00000283354.1			n	n
COSG71831	ATP8B5P	ENSG00000179766.18		27245	n	n
COSG71832	FGFR1OP2	ENSG00000111790.13	26127	23098	n	n
COSG72897	AC015878.2	ENSG00000265948.1			n	n
COSG72910	LINC02032	ENSG00000241131.1		52866	n	n
COSG72912	LINC01250	ENSG00000234423.1		49844	n	n
COSG73933	CACNA1C-IT1	ENSG00000256837.1		41312	n	n
COSG73942	MCUR1	ENSG00000050393.11	63933	21097	n	n
COSG73957	AC092608.1	ENSG00000248629.1			n	n
COSG73992	SPARC	ENSG00000113140.10	6678	11219	n	n
COSG75289	RNA5SP407	ENSG00000222207.1		43307	n	n
COSG75297	AL353740.1	ENSG00000203434.2			n	n
COSG75341	AC092681.2	ENSG00000260555.1			n	n
COSG75345	AC108462.1	ENSG00000233553.1			n	n
COSG71851	TAS2R10	ENSG00000121318.2	50839	14918	n	n
COSG71868	ERVFRD-1	ENSG00000244476.2	405754	33823	n	n
COSG71891	IGKV6-21	ENSG00000211611.2		5836	n	n
COSG71904	AL365356.4	ENSG00000231483.1			n	n
COSG71911	AC055876.4	ENSG00000260844.2			n	n
COSG71912	Z99289.3	ENSG00000271208.1			n	n
COSG72965	HTR1DP1	ENSG00000275811.1		5290	n	n
COSG72977	BTG1	ENSG00000133639.4	694	1130	y	n
COSG72981	ZNF329	ENSG00000181894.14	79673	14209	n	n
COSG74013	AL158166.1	ENSG00000227076.1			n	n
COSG74023	AL162724.2	ENSG00000235204.1			n	n
COSG74043	CRIP2	ENSG00000182809.10	1397	2361	n	n
COSG74076	VSIG10L2	ENSG00000283703.2		27879	n	n
COSG74079	Z95114.4	ENSG00000279927.1			n	n
COSG75363	AC098826.1	ENSG00000225594.1			n	n
COSG75378	SYNM	ENSG00000182253.14	23336	24466	n	n
COSG75388	RN7SL834P	ENSG00000243650.3		46850	n	n
COSG75392	RF00019	ENSG00000206721.1			n	n
COSG75394	USP12-AS1	ENSG00000232162.1		39961	n	n
COSG75403	AC073389.3	ENSG00000272791.1			n	n
COSG75411	PPCS	ENSG00000127125.8	79717	25686	n	n
COSG75413	RNU6-1268P	ENSG00000212516.1		48231	n	n
COSG75420	PRKAR2A-AS1	ENSG00000224424.7		40471	n	n
COSG75429	MTRNR2L13	ENSG00000270394.4		37170	n	n
COSG75438	NUTM2A-AS1	ENSG00000223482.7		45161	n	n
COSG71942	AC008662.2	ENSG00000253538.1			n	n
COSG71944	Z92544.1	ENSG00000260394.2			n	n
COSG71955	MTND2P20	ENSG00000229701.1		42121	n	n
COSG71962	C1R	ENSG00000159403.15	715	1246	n	n
COSG71966	GPR155	ENSG00000163328.13	151556	22951	n	n
COSG73043	RPL23AP41	ENSG00000224085.3		35634	n	n
COSG73075	AC226150.1	ENSG00000255919.1			n	n
COSG73078	HLA-N	ENSG00000224372.1		19406	n	n
COSG74101	TIGD7	ENSG00000140993.10	91151	18331	n	n
COSG74108	SNORA73B	ENSG00000200087.1	26768	10116	n	n
COSG74135	RNU6-729P	ENSG00000207128.1		47692	n	n
COSG74154	LINC01102	ENSG00000235597.1		27165	n	n
COSG75446	U40455.1	ENSG00000233467.2			n	n
COSG75457	MIR4313	ENSG00000284385.1		38310	n	n
COSG75488	NFU1P1	ENSG00000230757.1		44553	n	n
COSG75490	RBM26-AS1	ENSG00000227354.6		39805	n	n
COSG75496	AC079163.1	ENSG00000226218.1			n	n
COSG75512	AL033529.1	ENSG00000254553.1			n	n
COSG71988	RNA5SP411	ENSG00000276599.1		43311	n	n
COSG72008	AC011479.3	ENSG00000269653.1			n	n
COSG72019	RNU6-993P	ENSG00000252962.1		47956	n	n
COSG72061	ANKMY1	ENSG00000144504.15	51281	20987	n	n
COSG73118	ENPP1	ENSG00000197594.11	5167	3356	n	n
COSG73129	PCDHGC4	ENSG00000242419.5	56098	8717	n	n
COSG73131	AC006305.1	ENSG00000206129.3			n	n
COSG73146	CYP8B1	ENSG00000180432.5	1582	2653	n	n
COSG73176	RN7SL419P	ENSG00000243883.3		46435	n	n
COSG74190	AC007513.1	ENSG00000258272.1			n	n
COSG74199	AL157831.2	ENSG00000260205.1			n	n
COSG74200	RF00019	ENSG00000252069.1			n	n
COSG74203	AL589765.1	ENSG00000227045.1			n	n
COSG74220	TPM3P6	ENSG00000250731.1		39169	n	n
COSG74223	AC079395.2	ENSG00000273634.1			n	n
COSG74226	RNU6-331P	ENSG00000207455.1		47294	n	n
COSG74228	GCSAML-AS1	ENSG00000284824.1		41244	n	n
COSG75569	TRIM68	ENSG00000167333.12	55128	21161	n	n
COSG72066	LINC02549	ENSG00000226497.1		53584	n	n
COSG72069	TRDJ3	ENSG00000211828.1		12259	n	n
COSG72090	AC132154.1	ENSG00000278908.1			n	n
COSG72101	LINC01748	ENSG00000226476.3		52535	n	n
COSG72102	IMP3P1	ENSG00000230589.1		49385	n	n
COSG73195	PCDHB13	ENSG00000187372.11	56123	8684	n	n
COSG73202	AC097372.4	ENSG00000280250.1			n	n
COSG73210	RNA5SP379	ENSG00000201469.1		43279	n	n
COSG73229	ALG1L2	ENSG00000251287.8	644974	37258	n	n
COSG73249	AC093323.4	ENSG00000284847.1			n	n
COSG74238	N4BP2L1	ENSG00000139597.17	90634	25037	n	n
COSG74239	SALL1P1	ENSG00000227391.1		10525	n	n
COSG74250	RF00026	ENSG00000277717.1			n	n
COSG74256	AC092070.4	ENSG00000269758.1			n	n
COSG74262	AL136141.1	ENSG00000270755.1			n	n
COSG74278	AC096736.2	ENSG00000249479.1			n	n
COSG74283	TOMM7	ENSG00000196683.10	54543	21648	n	n
COSG74290	WBP1LP11	ENSG00000267792.1		51471	n	n
COSG74304	AC087893.2	ENSG00000280110.1			n	n
COSG75607	RN7SL48P	ENSG00000266710.2		46064	n	n
COSG75626	FTHL17	ENSG00000132446.6	53940	3987	n	n
COSG75650	LINC01565	ENSG00000198685.3	23434	17099	n	n
COSG71018	AC024589.2	ENSG00000270430.1			n	n
COSG71025	IGBP1-AS1	ENSG00000203588.3		40295	n	n
COSG71037	AC105235.1	ENSG00000279786.1			n	n
COSG71044	AC091874.3	ENSG00000249287.1			n	n
COSG71045	AC046176.1	ENSG00000236814.1			n	n
COSG71049	MIR6894	ENSG00000277474.1		49938	n	n
COSG71058	RPL36A	ENSG00000241343.9	6173	10359	n	n
COSG67412	AC009313.2	ENSG00000232337.1			n	n
COSG67417	CXXC4-AS1	ENSG00000245384.1		41054	n	n
COSG67432	AL034430.1	ENSG00000285508.1			n	n
COSG67434	PKP1	ENSG00000081277.12	5317	9023	n	n
COSG67470	AC009075.1	ENSG00000261673.1			n	n
COSG68601	PTGES3P3	ENSG00000229204.3		43823	n	n
COSG68620	IGKV2OR22-4	ENSG00000253691.2		5813	n	n
COSG68625	LINC01105	ENSG00000232044.6		26403	n	n
COSG68628	LHB	ENSG00000104826.12	3972	6584	n	n
COSG68637	ZNF718	ENSG00000250312.7	255403	26889	n	n
COSG68642	NIPSNAP1	ENSG00000184117.11	8508	7827	n	n
COSG68654	AC083795.2	ENSG00000248656.1			n	n
COSG68672	MIR665	ENSG00000283159.1		33662	n	n
COSG69815	RN7SL259P	ENSG00000241082.3		46275	n	n
COSG69832	AC011498.6	ENSG00000267769.1			n	n
COSG71101	TRBVB	ENSG00000241911.1		12248	n	n
COSG71107	C2CD4C	ENSG00000183186.7	126567	29417	n	n
COSG71132	LILRB4	ENSG00000186818.12	11006	6608	n	n
COSG71139	AC005730.3	ENSG00000266126.1			n	n
COSG71153	AP005119.1	ENSG00000263396.1			n	n
COSG67513	MFSD13B	ENSG00000230872.1		52163	n	n
COSG67527	CFAP298	ENSG00000159079.18	56683	1301	n	n
COSG67531	FAM8A1	ENSG00000137414.5	51439	16372	n	n
COSG67535	LINC02057	ENSG00000249279.5		52900	n	n
COSG67538	RBM12B-AS1	ENSG00000279331.1		28818	n	n
COSG67539	AC131649.2	ENSG00000279662.1			n	n
COSG68686	SNORA41B	ENSG00000207516.1		52206	n	n
COSG68699	HDGFL1	ENSG00000112273.6	154150	21095	n	n
COSG68707	LRRC47	ENSG00000130764.9	57470	29207	n	n
COSG68716	PPP1R26P4	ENSG00000278008.1		42018	n	n
COSG68718	MT1P3	ENSG00000229230.3		16120	n	n
COSG68719	MYL4	ENSG00000198336.9	4635	7585	n	n
COSG68727	AL138974.1	ENSG00000258028.1			n	n
COSG68741	OVOL1	ENSG00000172818.9	5017	8525	n	n
COSG69899	AC093821.1	ENSG00000249125.1			n	n
COSG69924	AC003659.1	ENSG00000237994.1			n	n
COSG69959	FAM189A1	ENSG00000104059.4	23359	29075	n	n
COSG66355	RF00019	ENSG00000202027.1			n	n
COSG66372	LINC02339	ENSG00000279797.1		53259	n	n
COSG66379	HLFP1	ENSG00000218194.1		41922	n	n
COSG66387	TCL1B	ENSG00000213231.12	9623	11649	n	n
COSG66411	RF00019	ENSG00000201548.1			n	n
COSG67572	LINC02585	ENSG00000228350.1		50302	n	n
COSG67579	RN7SL344P	ENSG00000241395.3		46360	n	n
COSG67605	AF117829.1	ENSG00000251136.8			n	n
COSG67620	SLC14A2	ENSG00000132874.14	8170	10919	n	n
COSG68753	C16orf95	ENSG00000260456.6	100506581	40033	n	n
COSG68815	GAPDHP73	ENSG00000226540.2		22956	n	n
COSG68819	MTCO3P13	ENSG00000264316.1		52043	n	n
COSG69973	C1QTNF12	ENSG00000184163.3	388581	32308	n	n
COSG69999	LINC00500	ENSG00000249381.1		43437	n	n
COSG70002	MIER1	ENSG00000198160.14	57708	29657	n	n
COSG70030	ZNF684	ENSG00000117010.15	127396	28418	n	n
COSG70036	MIR26A1	ENSG00000199075.1		31610	n	n
COSG66432	AC066616.2	ENSG00000259600.2			n	n
COSG66439	AC093639.1	ENSG00000234172.1			n	n
COSG66441	TMEM213	ENSG00000214128.10	155006	27220	n	n
COSG66450	MIR877	ENSG00000216101.3		33660	n	n
COSG66462	ZSWIM5P3	ENSG00000248958.2		43770	n	n
COSG66476	IGKV3D-15	ENSG00000224041.3		5824	n	n
COSG66493	IRF5P1	ENSG00000251347.2		41981	n	n
COSG67662	SNORA73A	ENSG00000274266.1		10115	n	n
COSG68839	ARSB	ENSG00000113273.16	411	714	n	n
COSG68868	PMVK	ENSG00000163344.5	10654	9141	n	n
COSG68890	IGDCC4	ENSG00000103742.11	57722	13770	n	n
COSG70044	NBPF10	ENSG00000271425.7	100132406	31992	n	n
COSG70056	RF00019	ENSG00000238426.1			n	n
COSG70059	SLC10A3	ENSG00000126903.15	8273	22979	n	n
COSG70068	AL355388.2	ENSG00000273002.1			n	n
COSG70098	RN7SL845P	ENSG00000244328.3		46861	n	n
COSG66507	RF00072	ENSG00000212533.1			n	n
COSG66527	AC128714.1	ENSG00000283625.1			n	n
COSG66554	BTG3-AS1	ENSG00000280594.1		53145	n	n
COSG67717	AC016772.1	ENSG00000226072.1			n	n
COSG67718	AL109755.1	ENSG00000217231.2			n	n
COSG67721	SNORA11C	ENSG00000221459.1		33621	n	n
COSG67733	GSTP1P1	ENSG00000257569.1		4640	n	n
COSG67745	DKKL1P1	ENSG00000215546.2		16593	n	n
COSG67753	GAPDHP49	ENSG00000234285.1		38555	n	n
COSG67760	MIR4726	ENSG00000273627.1		41722	n	n
COSG67764	SPRR5	ENSG00000283227.1		53428	n	n
COSG68912	OSBPL9	ENSG00000117859.18	114883	16386	n	n
COSG68932	AC007922.1	ENSG00000264695.1			n	n
COSG68936	C3orf20	ENSG00000131379.9	84077	25320	n	n
COSG68938	AC016987.1	ENSG00000259620.1			n	n
COSG68941	BMS1P2	ENSG00000251079.6		23650	n	n
COSG68964	STAC2	ENSG00000141750.6	342667	23990	n	n
COSG70127	AP001000.1	ENSG00000254612.2			n	n
COSG70131	AZU1P1	ENSG00000270444.1		49098	n	n
COSG70132	RF00410	ENSG00000202343.1			n	n
COSG70146	AC016751.1	ENSG00000229779.1			n	n
COSG70150	AC132219.1	ENSG00000253334.1			n	n
COSG70169	OR7E22P	ENSG00000179799.9		8394	n	n
COSG70181	LINC00974	ENSG00000226629.1		27105	n	n
COSG66580	CDH12	ENSG00000154162.14	1010	1751	n	n
COSG66590	HLA-DQA1	ENSG00000196735.11	3117	4942	n	n
COSG66607	PPA2	ENSG00000138777.19	27068	28883	n	n
COSG66610	AC020891.4	ENSG00000270378.1			n	n
COSG66625	TEX15	ENSG00000133863.8	56154	11738	n	n
COSG66629	PABPC4L	ENSG00000254535.3	132430	31955	n	n
COSG66636	MIR6876	ENSG00000274988.1		50181	n	n
COSG66639	LARS2	ENSG00000011376.10	23395	17095	n	n
COSG66643	AC024405.2	ENSG00000254840.1			n	n
COSG66645	RN7SL498P	ENSG00000263755.2		46514	n	n
COSG67790	RNA5SP120	ENSG00000222832.1		42918	n	n
COSG67797	BEST2	ENSG00000039987.6	54831	17107	n	n
COSG67818	LINC02362	ENSG00000249096.6		53284	n	n
COSG67837	NMRAL1	ENSG00000153406.13	57407	24987	n	n
COSG67848	AC022196.1	ENSG00000259390.2			n	n
COSG68976	AL121835.2	ENSG00000279565.1			n	n
COSG69004	ZNF22	ENSG00000165512.4	7570	13012	n	n
COSG69007	AL022326.1	ENSG00000224794.2			n	n
COSG69018	RNU4-52P	ENSG00000206936.1		46988	n	n
COSG69020	MICB	ENSG00000204516.9	4277	7091	n	n
COSG69025	MIR4665	ENSG00000263575.1		41696	n	n
COSG70199	RNU7-3P	ENSG00000252244.1		34099	n	n
COSG70236	HNRNPA3P8	ENSG00000239699.1		48497	n	n
COSG70248	MTCYBP45	ENSG00000224338.2		52313	n	n
COSG70249	RPL23AP55	ENSG00000243265.1		35997	n	n
COSG70253	LINC01712	ENSG00000231364.2		52499	n	n
COSG70259	RNU6-980P	ENSG00000252734.1		47943	n	n
COSG66688	AC008378.1	ENSG00000253172.1			n	n
COSG66699	OFCC1	ENSG00000181355.21		21017	n	n
COSG66727	TMEM136	ENSG00000181264.8	219902	28280	n	n
COSG67857	RPL12P8	ENSG00000219932.6		23735	n	n
COSG67884	AL732414.1	ENSG00000227934.1			n	n
COSG67891	ABCC1	ENSG00000103222.18	4363	51	n	n
COSG67921	WDR4	ENSG00000160193.11	10785	12756	n	n
COSG69118	ZWILCH	ENSG00000174442.11	55055	25468	n	n
COSG70270	MIR219A2	ENSG00000284185.1		31598	n	n
COSG70278	AL606530.1	ENSG00000229693.2			n	n
COSG70280	CLIC4P3	ENSG00000237931.1		49799	n	n
COSG70286	AC062028.1	ENSG00000145063.14			n	n
COSG70304	AC017100.2	ENSG00000263772.1			n	n
COSG70311	SPTB	ENSG00000070182.20	6710	11274	n	n
COSG70316	POLR3GL	ENSG00000121851.12	84265	28466	n	n
COSG70323	BOLA3P3	ENSG00000213630.3		51442	n	n
COSG70326	AC005840.4	ENSG00000276718.1			n	n
COSG66734	AC007907.1	ENSG00000259759.1			n	n
COSG66738	MIR3943	ENSG00000264069.3		38888	n	n
COSG66763	AC012456.2	ENSG00000230790.2			n	n
COSG66778	AL357562.1	ENSG00000280142.1			n	n
COSG66786	AC106739.2	ENSG00000274092.1			n	n
COSG67929	AC243830.2	ENSG00000275720.1			n	n
COSG67937	RNA5SP262	ENSG00000252261.1		43162	n	n
COSG67938	RNA5SP162	ENSG00000251823.2		43062	n	n
COSG67939	ACOT4	ENSG00000177465.4	122970	19748	n	n
COSG67962	XKR7	ENSG00000260903.2	343702	23062	n	n
COSG67995	CLUHP5	ENSG00000230468.1		38471	n	n
COSG69128	AL358113.1	ENSG00000285130.1	9414		n	n
COSG69139	TRAV13-2	ENSG00000211791.2		12109	n	n
COSG69151	AC091132.5	ENSG00000267198.1			n	n
COSG69188	AC068733.1	ENSG00000254443.1			n	n
COSG70375	AC007744.1	ENSG00000271894.1			n	n
COSG70392	AC011676.5	ENSG00000280035.1			n	n
COSG66802	TSPYL1	ENSG00000189241.6	7259	12382	n	n
COSG66813	PYCARD-AS1	ENSG00000261359.2		45036	n	n
COSG66814	ARHGAP26	ENSG00000145819.16	23092	17073	y	y
COSG66856	AC006116.3	ENSG00000267145.1			n	n
COSG66858	RPL31P59	ENSG00000240364.1		36975	n	n
COSG68050	LINC00448	ENSG00000228669.1		42785	n	n
COSG68053	LINC02603	ENSG00000230262.6		37186	n	n
COSG68055	IGHV3-47	ENSG00000229092.2		5605	n	n
COSG68060	RN7SKP95	ENSG00000199730.1		45819	n	n
COSG68071	FAM230F	ENSG00000276095.2		52451	n	n
COSG68076	PRIM2	ENSG00000146143.17	5558	9370	n	n
COSG69225	MIR769	ENSG00000211580.1		33138	n	n
COSG69255	CROCCP4	ENSG00000227684.2		43864	n	n
COSG69277	ZNF503	ENSG00000165655.16	84858	23589	n	n
COSG70421	SNRPGP2	ENSG00000264350.1		30999	n	n
COSG70426	DDX11L5	ENSG00000236875.3		37106	n	n
COSG66879	AP000350.3	ENSG00000231271.1			n	n
COSG66885	CITED1	ENSG00000125931.10	4435	1986	n	n
COSG66889	AC008494.1	ENSG00000243304.3			n	n
COSG66918	AC104964.3	ENSG00000261451.1			n	n
COSG66946	HNRNPA3P10	ENSG00000257851.2		48756	n	n
COSG66949	LIN28B-AS1	ENSG00000203809.6		21553	n	n
COSG68111	TGFBR2	ENSG00000163513.17	7048	11773	y	y
COSG68117	KIR2DL1	ENSG00000125498.19	3802	6329	n	n
COSG68123	AC099063.4	ENSG00000284734.1			n	n
COSG68137	IL31	ENSG00000204671.1	386653	19372	n	n
COSG68138	LINC00570	ENSG00000224177.6		43717	n	n
COSG68139	EEF1A1P9	ENSG00000249264.1		3204	n	n
COSG68142	Z82198.2	ENSG00000232073.1			n	n
COSG68149	AC053503.1	ENSG00000227432.1			n	n
COSG68154	CLIC4P1	ENSG00000236739.3		49797	n	n
COSG69284	AL589674.1	ENSG00000270983.1			n	n
COSG69287	Z98884.2	ENSG00000269925.1			n	n
COSG69293	ANGPTL3	ENSG00000132855.4	27329	491	n	n
COSG69314	AP003066.2	ENSG00000255376.1			n	n
COSG69336	NUP50-DT	ENSG00000226328.6		50502	n	n
COSG69338	ELOF1	ENSG00000130165.10	84337	28691	n	n
COSG70486	GNRHR2	ENSG00000211451.12		16341	n	n
COSG70493	ALOX15P2	ENSG00000188101.5		39027	n	n
COSG70551	ZNF295-AS1	ENSG00000237232.7		23130	n	n
COSG70555	AL356968.2	ENSG00000235105.1			n	n
COSG66970	AP001052.1	ENSG00000281420.1			n	n
COSG66996	PIK3IP1	ENSG00000100100.12	113791	24942	n	n
COSG67000	UQCRHP1	ENSG00000230622.1		31341	n	n
COSG67011	AC012555.1	ENSG00000257327.1			n	n
COSG67016	VPS26AP1	ENSG00000240375.1		44611	n	n
COSG68175	AC007731.5	ENSG00000277971.1			n	n
COSG68216	TSPAN16	ENSG00000130167.13	26526	30725	n	n
COSG68223	GRB7	ENSG00000141738.13	2886	4567	n	n
COSG69367	RUBCN	ENSG00000145016.15	9711	28991	n	n
COSG69390	AC041040.1	ENSG00000279881.1			n	n
COSG69397	GUSBP11	ENSG00000228315.11		42325	n	n
COSG69402	URB2	ENSG00000135763.9	9816	28967	n	n
COSG69413	AC079944.2	ENSG00000241889.1			n	n
COSG70597	HADH	ENSG00000138796.16	3033	4799	n	n
COSG70612	TRBV7-3	ENSG00000211714.3		12237	n	n
COSG67037	AC138627.1	ENSG00000261404.6			n	n
COSG67048	RNU6-346P	ENSG00000252097.1		47309	n	n
COSG67050	DYNLL1P1	ENSG00000205579.3		20723	n	n
COSG67058	AL117336.1	ENSG00000233200.1			n	n
COSG67063	RPL17P46	ENSG00000239689.1		36202	n	n
COSG67065	LYZL6	ENSG00000275722.4	57151	29614	n	n
COSG67088	AC011853.2	ENSG00000255206.1			n	n
COSG68238	BAG3	ENSG00000151929.9	9531	939	n	n
COSG68246	MAGEA1	ENSG00000198681.6	4100	6796	n	n
COSG68262	UGT2A1	ENSG00000173610.12	10941	12542	n	n
COSG68275	TRIM46	ENSG00000163462.17	80128	19019	n	n
COSG69432	AC105020.6	ENSG00000275454.1			n	n
COSG69451	DYNC1I2	ENSG00000077380.15	1781	2964	n	n
COSG69486	DNPEP	ENSG00000123992.19	23549	2981	n	n
COSG69492	SMCO3	ENSG00000179256.2	440087	34401	n	n
COSG69496	AL033384.1	ENSG00000236740.6			n	n
COSG70637	CHST9	ENSG00000154080.13	83539	19898	n	n
COSG70647	RF00017	ENSG00000274357.1			n	n
COSG70669	CLRN3	ENSG00000180745.4	119467	20795	n	n
COSG70672	TTPAL	ENSG00000124120.10	79183	16114	n	n
COSG70695	DMGDH	ENSG00000132837.14	29958	24475	n	n
COSG70700	MIR541	ENSG00000216179.1		33650	n	n
COSG67105	ARGLU1	ENSG00000134884.13	55082	25482	n	n
COSG67130	RF00019	ENSG00000222649.1			n	n
COSG67149	LINC01411	ENSG00000249306.5		50703	n	n
COSG67157	PIGO	ENSG00000165282.13	84720	23215	n	n
COSG67175	AC018521.4	ENSG00000264701.1			n	n
COSG68316	AC005736.3	ENSG00000263159.1			n	n
COSG68321	AC080112.2	ENSG00000278346.1			n	n
COSG68340	RNU6-625P	ENSG00000238658.1		47588	n	n
COSG68371	AC008703.1	ENSG00000283413.1			n	n
COSG69508	ENDOD1	ENSG00000149218.4	23052	29129	n	n
COSG69512	RF00284	ENSG00000201666.1			n	n
COSG69526	RNA5SP293	ENSG00000222459.1		43193	n	n
COSG69550	RNF14	ENSG00000013561.17	9604	10058	n	n
COSG69557	RPL32P1	ENSG00000224796.1		10339	n	n
COSG69576	C11orf80	ENSG00000173715.16	79703	26197	n	n
COSG70721	AL034369.1	ENSG00000189372.4			n	n
COSG70727	AL133551.1	ENSG00000272892.1			n	n
COSG70757	NEK11	ENSG00000114670.13	79858	18593	n	n
COSG70768	ZNHIT3	ENSG00000273611.4	9326	12309	n	n
COSG70783	CARS2	ENSG00000134905.16	79587	25695	n	n
COSG67187	AL669831.4	ENSG00000230092.7			n	n
COSG67197	MFNG	ENSG00000100060.17	4242	7038	n	n
COSG67201	SARM1	ENSG00000004139.13	23098	17074	n	n
COSG67204	OSBPL7	ENSG00000006025.11	114881	16387	n	n
COSG67221	AL022324.1	ENSG00000230637.2			n	n
COSG67228	AC011453.1	ENSG00000269842.5			n	n
COSG67245	PRPH	ENSG00000135406.13	5630	9461	n	n
COSG68388	RHBDF1	ENSG00000007384.15	64285	20561	n	n
COSG68391	OR5AR1	ENSG00000172459.4	219493	15260	n	n
COSG68413	RCOR2	ENSG00000167771.5	283248	27455	n	n
COSG68425	POLR2L	ENSG00000177700.5	5441	9199	n	n
COSG68445	AC106782.5	ENSG00000273724.1			n	n
COSG69604	AC008175.2	ENSG00000273589.1			n	n
COSG69624	GOLGA8M	ENSG00000188626.6	653720	44404	n	n
COSG69640	AC244453.3	ENSG00000234998.1			n	n
COSG69650	GAPDHS	ENSG00000105679.8	26330	24864	n	n
COSG70787	SNRPCP3	ENSG00000244668.1		49818	n	n
COSG70801	RPL12P39	ENSG00000237314.2		35976	n	n
COSG70802	AC113192.4	ENSG00000255169.1			n	n
COSG70827	ADD2	ENSG00000075340.22	119	244	n	n
COSG70833	THRA	ENSG00000126351.12	7067	11796	n	n
COSG70835	RNA5SP212	ENSG00000212525.1		43112	n	n
COSG70848	CALCOCO1	ENSG00000012822.15	57658	29306	n	n
COSG67253	RPS29P4	ENSG00000233946.2		35908	n	n
COSG67266	H3F3AP1	ENSG00000259389.2		31028	n	n
COSG67268	ALAS2	ENSG00000158578.19	212	397	n	n
COSG67273	TTC30A	ENSG00000197557.6	92104	25853	n	n
COSG67311	C16orf46	ENSG00000166455.13	123775	26525	n	n
COSG67325	AL590381.1	ENSG00000285483.1			n	n
COSG68454	SULT1A4	ENSG00000213648.10	105369243	30004	n	n
COSG68468	AC100757.2	ENSG00000274835.1			n	n
COSG68472	RPS26P24	ENSG00000243920.2		36917	n	n
COSG68478	LINC01731	ENSG00000234283.1		52519	n	n
COSG68482	RNA5SP358	ENSG00000199843.1		43258	n	n
COSG68484	AC021483.1	ENSG00000259548.1			n	n
COSG68490	SNORA40	ENSG00000210825.1		32633	n	n
COSG68493	MIR6875	ENSG00000283821.1		50015	n	n
COSG69684	GCNA	ENSG00000147174.11	93953	15805	n	n
COSG69688	AL513478.2	ENSG00000278849.1			n	n
COSG69693	GLP2R	ENSG00000065325.12	9340	4325	n	n
COSG69700	PSMD13	ENSG00000185627.17	5719	9558	n	n
COSG69701	ANKRD37	ENSG00000186352.8	353322	29593	n	n
COSG69712	AC011504.1	ENSG00000280061.1			n	n
COSG69722	AL358334.1	ENSG00000258687.1			n	n
COSG69732	AC008814.1	ENSG00000271257.1			n	n
COSG70859	TENT5B	ENSG00000158246.7	115572	28273	n	n
COSG70884	AC106883.1	ENSG00000225394.1			n	n
COSG70891	CAPSL	ENSG00000152611.11	133690	28375	n	n
COSG70892	RNU105C	ENSG00000199212.1	26766	10104	n	n
COSG70910	LINC02051	ENSG00000226859.1		52891	n	n
COSG67336	ANGPTL5	ENSG00000187151.7	253935	19705	n	n
COSG67349	SNCG	ENSG00000173267.13	6623	11141	n	n
COSG67363	CKAP2L	ENSG00000169607.12	150468	26877	n	n
